#filename,assembly_ID,order,order_details,family,family_details,genus_species,number_of_specimen,stage,sample_location,sample_date,bloodfeeding
130919_I247_FCC2V7VACXX_L6_INSinlTAMRAAPEI-26.free.fas,INSinlTAMRAAPEI-26,Coleoptera,NA,Heteroceridae,NA,Heterocerus_fenestratus,10,NA,Germany_Thuringia_Jena_Jena_Forest,01-Aug-2012,no
130919_I247_FCC2V7VACXX_L6_INSinlTANRAAPEI-30.free.fas,INSinlTANRAAPEI-30,Diptera,Brachycera,Ephydridae,NA,Scatella_sp,20,adult,USA_North_Carolina_Wake_County_Raleigh_North_Carolina_State_University_campus,07-May-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTAORAAPEI-32.free.fas,INSinlTAORAAPEI-32,Hymenoptera,NA,Apidae,NA,Eucera_plumigera,1,adult,Israel_Mt_Hermon,04-May-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTAPRAAPEI-33.free.fas,INSinlTAPRAAPEI-33,Hymenoptera,NA,Agaonidae,NA,Courtella_sp,50,adult,South_Africa_Western_Cape_Kirstenhof_Waterford_Circle,21-Apr-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTAURAAPEI-41.free.fas,INSinlTAURAAPEI-41,Mantophasmatodea,NA,Mantophasmatidae,NA,Pachyphasma_brandbergense,1,NA,Namibia_Erongo_Brandberg_Plateau,25-Apr-2006,no
130919_I247_FCC2V7VACXX_L6_INSinlTAVRAAPEI-43.free.fas,INSinlTAVRAAPEI-43,Coleoptera,NA,Cerambycidae,Cerambycinae,Aromia_moschata,1,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,11-Aug_2011,no
130919_I247_FCC2V7VACXX_L6_INSinlTAWRAAPEI-44.free.fas,INSinlTAWRAAPEI-44,Diptera,Brachycera,Lonchopteridae,NA,Lonchoptera_bifurcata,10,adult,USA_North_Carolina_Wake_County_Raleigh_Schenck_forest,25-May-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTAXRAAPEI-55.free.fas,INSinlTAXRAAPEI-55,Hymenoptera,NA,Apidae,NA,Eucera_syriaca,1,adult,Israel_Nahal_Nizana_Negev_mountain,29-Apr-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTAYRAAPEI-56.free.fas,INSinlTAYRAAPEI-56,Lepidoptera,NA,Sphingidae,NA,Hyles_euphorbiae,15,juvenile,Slovakia_Dubnica_Lab_culture,2011,no
130919_I247_FCC2V7VACXX_L6_INSinlTAZRAAPEI-57.free.fas,INSinlTAZRAAPEI-57,Orthoptera,Caelifera,Pyrgomorphidae,NA,Parapetasia_femorata,1,adult,Germany_Lab_culture_with_samples_originating_from_Cameroon,May-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTBARAAPEI-61.free.fas,INSinlTBARAAPEI-61,Diptera,nematocerans,Thaumaleidae,NA,Androprosopa_vaillantiana,few,larva,USA_North_Carolina_Macon_County_Otto_Coweeta_Long_Term_Ecological_Research_Station,12-Mar-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTBBRAAPEI-62.free.fas,INSinlTBBRAAPEI-62,Raphidioptera,NA,Inocelliidae,NA,Negha_sp,1,adult,USA_Idaho_Latah_County,06-Jun-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTBCRAAPEI-71.free.fas,INSinlTBCRAAPEI-71,Diptera,Brachycera,Syrphidae,NA,Baccha_elongata,1,adult,Germany_North_Rhine-Westphalia_Bonn_Zoologisches_Forschungsmuseum_Alexander_Koenig,05-Jun-2013,no
130919_I247_FCC2V7VACXX_L6_INSinlTBDRAAPEI-72.free.fas,INSinlTBDRAAPEI-72,Hymenoptera,NA,Chrysididae,Chrysidinae,Pseudospinolia_schmiedeknechti,1,adult,Israel_Bet_Oren,29-Apr-2013,no
130919_I247_FCC2V7VACXX_L6_RINSinlTBERAAPEI-109.free.fas,RINSinlTBERAAPEI-109,Mantophasmatodea,NA,Mantophasmatidae,NA,Mantophasma_sp,1,adult,Namibia_Erongo_Spitzkoppe,01-Apr-2008,no
130919_I247_FCC2V7VACXX_L7_INSinlTAQRAAPEI-34.free.fas,INSinlTAQRAAPEI-34,Orthoptera,Caelifera,Pyrgomorphidae,NA,Omura_congrua,1,adult,Germany_Lab_culture_with_samples_originating_from_Ecuador,May-2013,no
130919_I247_FCC2V7VACXX_L7_INSinlTARRAAPEI-35.free.fas,INSinlTARRAAPEI-35,Diptera,nematocerans,Tanyderidae,NA,Protoplasa_fitchii,1,larva,USA_Georgia_Rabun_County_Chattahoochee_National_Forest,11-Mar-2013,no
130919_I247_FCC2V7VACXX_L7_INSinlTASRAAPEI-36.free.fas,INSinlTASRAAPEI-36,Psocodea,Phthiraptera,Echinophthiriidae,NA,Echinophthirius_horridus,few,missing,Germany_Schleswig-Holstein_Friedrichskoog_Seehundstation_Friedrichskoog_e_V_An_der_Seeschleuse_4,Jun-2013,yes_seal
130919_I247_FCC2V7VACXX_L7_INSinlTATRAAPEI-37.free.fas,INSinlTATRAAPEI-37,Diptera,Brachycera,Syrphidae,NA,Leucozona_lucorum,1,adult,Germany_North_Rhine-Westphalia_Meckenheim,03-May-2011,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBHRAAPEI-136.free.fas,RINSinlTBHRAAPEI-136,Hymenoptera,NA,Crabronidae,NA,Dryudella_pinguis,2,adult,Germany_Rhineland-Palatinate_Birkenheide,16-Jun-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBIRAAPEI-171.free.fas,RINSinlTBIRAAPEI-171,Mantodea,NA,Mantidae,NA,Telomantis_lamperti,1,adult,Germany_Lab_culture_with_samples_originating_from_Kenia_Malindi,May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBJRAAPEI-16.free.fas,RINSinlTBJRAAPEI-16,Orthoptera,Caelifera,Pyrgomorphidae,NA,Dictyophorus_griseus,1,adult,Germany_Lab_culture_with_samples_originating_from_Tanzania,May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBKRAAPEI-17.free.fas,RINSinlTBKRAAPEI-17,Diptera,Brachycera,Syrphidae,NA,Melanostoma_scalare,1,adult,Germany_North_Rhine-Westphalia_Bonn_Zoological_Research_Museum_A_Koenig_ZFMK,05-Jul-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBLRAAPEI-18.free.fas,RINSinlTBLRAAPEI-18,Hymenoptera,NA,Chrysididae,Chrysidinae,Chrysis_graelsii_sybarita,1,adult,Germany_Rhineland-Palatinate_Bellheim,28-May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBYRAAPEI-43.free.fas,RINSinlTBYRAAPEI-43,Diptera,nematocerans,Blephariceridae,NA,Blepharicera_sp,1,larva,USA_North_Carolina_Macon_County_Otto_Coweeta_Long_Term_Ecological_Research_Station,12_March_2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTBZRAAPEI-44.free.fas,RINSinlTBZRAAPEI-44,Orthoptera,Caelifera,Trigonopterygidae,NA,Systella_rafflesii,1,NA,Germany_Lab_culture_with_samples_originating_from_Germany_private_breeder,May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTCARAAPEI-55.free.fas,RINSinlTCARAAPEI-55,Diptera,Brachycera,Tachinidae,NA,Euthera_bicolor,1,adult,USA_Mississippi_Noxubee_County_Sam_D_Hamilton_Noxubee_National_Wildlife_Refuge,19-May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTCFRAAPEI-71.free.fas,RINSinlTCFRAAPEI-71,Megaloptera,NA,Sialidae,NA,Sialis_fuliginosa,1,adult,Austria_Lower_Austria_Purgstall_Scheibbs,14-May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTCGRAAPEI-72.free.fas,RINSinlTCGRAAPEI-72,Diptera,nematocerans,Ceratopogonidae,NA,Dasyhelea_sp,90,adult,USA_Mississippi_Tishomingo_County_Tishomingo_State_Park,20-May-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTCHRAAPEI-75.free.fas,RINSinlTCHRAAPEI-75,Orthoptera,Ensifera,Anostostomatidae,NA,Anostostoma_australasiae,1,adult,Australia_Queensland_Springbrook_Repeater_Station,27-Feb-2013,no
130919_I247_FCC2V7VACXX_L7_RINSinlTCIRAAPEI-79.free.fas,RINSinlTCIRAAPEI-79,Diptera,Brachycera,Tachinidae,NA,Ocytata_pallipes,1,adult,Germany_Hamburg_Hamburg-Rotherbaum_Sternschanzenpark,Aug-2011,no
130919_I247_FCC2V7VACXX_L8_INSinlTAKRAAPEI-21.free.fas,INSinlTAKRAAPEI-21,Diptera,Brachycera,Syrphidae,NA,Pipiza_noctiluca,1,adult,Germany_North_Rhine-Westphalia_Bonn_Zoologisches_Forschungsmuseum_Alexander_Koenig,04-Jun-2013,no
130919_I247_FCC2V7VACXX_L8_RINSinlTAERACPEI-57.free.fas,RINSinlTAERACPEI-57,Psocodea,Psocomorpha,Elipsocidae,NA,Elipsocus_kuriliensis,NA,adult,Japan_Hokkaido_Sapporo,04-Jul-2012,no
130919_I247_FCC2V7VACXX_L8_RINSinlTBQRAAPEI-30.free.fas,RINSinlTBQRAAPEI-30,Orthoptera,Caelifera,Pyrgomorphidae,NA,Stenocepa_sp,2,juvenil,Germany_Lab_culture_with_samples_originating_from_Germany_private_breeder,2013,no
130919_I247_FCC2V7VACXX_L8_RINSinlTBRRAAPEI-32.free.fas,RINSinlTBRRAAPEI-32,Ephemeroptera,NA,Heptageniidae,NA,Ecdyonurus_insignis,2,adult,Germany_North_Rhine-Westphalia_Donrath,05-Jun-2013,no
130919_I247_FCC2V7VACXX_L8_RINSinlTBSRAAPEI-33.free.fas,RINSinlTBSRAAPEI-33,Diptera,Brachycera,Tabanidae,NA,Caenoprosopon_trichocerum,1,adult,Australia_New_South_Wales_Kioloa,2013,yes-adults
130919_I247_FCC2V7VACXX_L8_RINSinlTBTRAAPEI-34.free.fas,RINSinlTBTRAAPEI-34,Trichoptera,NA,Chathamiidae,NA,Chathamia_integripennis,NA,NA,NA,NA,no
130919_I247_FCC2V7VACXX_L8_RINSinlTBXRAAPEI-41.free.fas,RINSinlTBXRAAPEI-41,Diptera,Brachycera,Psilidae,NA,Loxocera_cylindrica,3,adult,USA_Mississippi_Tishomingo_County_Tishomingo_State_Park,20-May-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTBNRAAPEI-21.free.fas,RINSinlTBNRAAPEI-21,Coleoptera,NA,Curculionidae,Ceutorhynchinae,Nedyus_quadrimaculatus,8,adult,Austria_Lower_Asutria_National_Park_Donau-Auen,08-May-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTBORAAPEI-22.free.fas,RINSinlTBORAAPEI-22,Diptera,Brachycera,Platypezidae,NA,Platypeza_anthrax,5,adult,USA_North_Carolina_Wake_County_Raleigh_North_Carolina_State_University,24-Oct-2012,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTBPRAAPEI-26.free.fas,RINSinlTBPRAAPEI-26,Mecoptera,NA,Choristidae,NA,Chorista_australis,1,adult,Australia_New_South_Wales,25-Apr-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTBWRAAPEI-37.free.fas,RINSinlTBWRAAPEI-37,Coleoptera,NA,Throscidae,NA,Trixagus_carinifrons,11,adult,Germany_Thuringia_Jena_Jena_Forest,25-Jul-2012,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCCRAAPEI-57.free.fas,RINSinlTCCRAAPEI-57,Hymenoptera,NA,Chrysididae,Chrysidinae,Omalus_biaccinctus,4,adult,Germany_North_Rhine-Westphalia_Bonn_garden_of_the_ZFMK,Jun-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCDRAAPEI-61.free.fas,RINSinlTCDRAAPEI-61,Coleoptera,NA,Silphidae,NA,Oiceoptoma_thoracicum,1,adult,Germany_Hamburg_Hamburg-Harburg_National_Forest_Haake,24-Apr-2011,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCKRAAPEI-84.free.fas,RINSinlTCKRAAPEI-84,Diptera,Brachycera,Syrphidae,NA,Ferdinandea_cuprea,1,adult,Germany_North_Rhine-Westphalia_Bonn_Roettgen_Kottenforst,06-June-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCLRAAPEI-30.free.fas,RINSinlTCLRAAPEI-30,Coleoptera,NA,Oedemeridae,NA,Oedemera_nobilis,3,adult,Germany_North_Rhine-Westphalia_Donrath,17-May-2011,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCMRAAPEI-32.free.fas,RINSinlTCMRAAPEI-32,Diptera,nematocerans,Simuliidae,NA,Simulium_meridionale,few,adult,USA_Indiana_Tippecanoe_County_West_Lafayette,22-May-2013,yes-adults
130928_I232_FCC2UV4ACXX_L1_RINSinlTCNRAAPEI-33.free.fas,RINSinlTCNRAAPEI-33,Hymenoptera,NA,Eulophidae,NA,Tamarixia_radiata,ca_131,adult,Pakistan_Lab_culture_with_samples_originating_from_Pakistan_Punjab,May-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCORAAPEI-34.free.fas,RINSinlTCORAAPEI-34,Orthoptera,Caelifera,Pyrgomorphidae,NA,Zonocerus_variegatus,1,adult,Germany_Lab_culture_with_samples_originating_from_Germany_private_breeder,15-Sep-2011,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTCQRAAPEI-36.free.fas,RINSinlTCQRAAPEI-36,Orthoptera,Ensifera,Tettigoniidae,NA,Phaneroptera_falcata,2,adult,Germany_Lower_Saxony_Pevestorf_Pevestorfer_Wiesen,12-Aug-2011,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTDARAAPEI-71.free.fas,RINSinlTDARAAPEI-71,Diptera,Brachycera,Syrphidae,NA,Merodon_equestris,1,adult,Germany_North_Rhine-Westphalia_Bonn_Zoological_Research_Museum_A_Koenig_ZFMK,28-May-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTDCRAAPEI-75.free.fas,RINSinlTDCRAAPEI-75,Diptera,nematocerans,Scatopsidae,NA,Coboldia_fuscipes,40,adult,USA_Lab_culture_with_samples_originating_from_Shanghai_China,2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTDDRAAPEI-79.free.fas,RINSinlTDDRAAPEI-79,Diptera,Brachycera,Anthomyzidae,NA,Mumetopia_occipitalis,9,adult,USA_North_Carolina_Wake_County_Raleigh_Schenck_Forest,15-May-2013,no
130928_I232_FCC2UV4ACXX_L1_RINSinlTDERAAPEI-83.free.fas,RINSinlTDERAAPEI-83,Hymenoptera,NA,Crabronidae,NA,Nitela_sp,1,adult,Germany_Hesse_Darmstadt,Jun-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTBFRAAPEI-118.free.fas,RINSinlTBFRAAPEI-118,Coleoptera,NA,Silvanidae,NA,Uleiota_planata,11,adult,Germany_Brandenburg_Rheinsberg_Lake_Region_Northern_Zootzensee,15-Oct-2011,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTBGRAAPEI-126.free.fas,RINSinlTBGRAAPEI-126,Diptera,Brachycera,Phoridae,NA,Megaselia_abdita,40,adult,USA_Lab_culture_with_samples_originating_from_Freiburg_Germany,2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTBMRAAPEI-19.free.fas,RINSinlTBMRAAPEI-19,Mantophasmatodea,NA,Austrophasmatidae,NA,Striatophasma_naukluftense,1,NA,Namibia_Hardap_Naukluft_Mountains,04-May-2006,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTBURAAPEI-35.free.fas,RINSinlTBURAAPEI-35,Hymenoptera,NA,Chrysididae,Chrysidinae,Chrysis_indigotea,1,adult,Germany_Rhineland-Palatinate_Bellheim,08-Jun-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTBVRAAPEI-36.free.fas,RINSinlTBVRAAPEI-36,Mantophasmatodea,NA,Austrophasmatidae,NA,Austrophasmatidae_sp,1,NA,South_Africa_Western_Cape_province_West_Coast_District_5_km_W_of_Vanrhynsdorp,13-Aug-2004,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCRRAAPEI-37.free.fas,RINSinlTCRRAAPEI-37,Diptera,Brachycera,Ulidiidae,NA,Zacompsia_fulva,few,adult,USA_North_Carolina_Wake_County_Raleigh_Schenck_Forest,25-May-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCSRAAPEI-41.free.fas,RINSinlTCSRAAPEI-41,Blattodea,NA,Ectobiidae,NA,Ectobius_sylvestris,1,NA,Germany_North_Rhine-Westphalia_Bonn-Schweinheim_Kottenforst,14-Jun-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCTRAAPEI-43.free.fas,RINSinlTCTRAAPEI-43,Hymenoptera,NA,Aulacidae,NA,Aulacus_burquei,few,adult,USA_Illinois_Orbana,23-Apr-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCURAAPEI-44.free.fas,RINSinlTCURAAPEI-44,Plecoptera,NA,Eustheniidae,NA,Eusthenia_lacustris,1,adult,Australia_Tasmania_Lake_St_Clair_Cynthia_Bay,08-Apr-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCVRAAPEI-55.free.fas,RINSinlTCVRAAPEI-55,Diptera,Brachycera,Stratiomyidae,NA,Boreoides_subulatus,1,adult,Australia_Australian_Capital_Territory_Canberra,2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCWRAAPEI-56.free.fas,RINSinlTCWRAAPEI-56,Hymenoptera,NA,Eupelmidae,NA,Brasema_neomexicana,ca_25,adult,USA_California_San_Bernardino_mojave_desert,03-May-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCXRAAPEI-57.free.fas,RINSinlTCXRAAPEI-57,Orthoptera,Caelifera,Pyrgomorphidae,NA,Zonocerus_elegans,1,NA,Germany_Lab_culture_with_samples_originating_from_Germany_private_breeder,2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCYRAAPEI-61.free.fas,RINSinlTCYRAAPEI-61,Diptera,nematocerans,Keroplatidae,NA,Macrocera_sp,15,adult,USA_North_Carolina_Wake_County_Raleigh_Schenck_Forest,15-May-2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTCZRAAPEI-62.free.fas,RINSinlTCZRAAPEI-62,Phasmatodea,NA,Pseudophasmatidae,NA,Metriophasma_diocles,1,NA,Germany_Lab_culture_with_samples_originating_from_Panama,2013,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTDBRAAPEI-72.free.fas,RINSinlTDBRAAPEI-72,Mantophasmatodea,NA,Austrophasmatidae,NA,Austrophasmatidae_sp,1,NA,South_Africa_Northern_Cape_Province_Richtersfeld,2008,no
130928_I232_FCC2UV4ACXX_L2_RINSinlTDFRAAPEI-84.free.fas,RINSinlTDFRAAPEI-84,Orthoptera,Caelifera,Pyrgomorphidae,NA,Atractomorpha_sp,1,adult,Germany_Lab_culture_with_samples_originating_from_Malaysia,Jan-2013,no
130930_I248_FCC2V8LACXX_L8_RINStaaTAARAAPEI-201.free.fas,RINStaaTAARAAPEI-201,Trichoptera,NA,Petrothrincidae,NA,Petrothrincus_demoori,1,larva,South_Africa_Eastern_Cape,27-Nov-2012,no
130930_I248_FCC2V8LACXX_L8_RINStaaTABRAAPEI-202.free.fas,RINStaaTABRAAPEI-202,Trichoptera,NA,Barbarochthonidae,NA,Barbarochthon_brunneum,1,larva,South_Africa_Western_Cape_Kurland,12-Apr-2012,no
130930_I248_FCC2V8LACXX_L8_RINStaaTACRAAPEI-203.free.fas,RINStaaTACRAAPEI-203,Trichoptera,NA,Ecnomidae,NA,Parecnomina_resima,1,larva,South_Africa_Eastern_Cape,14-Apr-2013,no
131009_I247_FCC2V73ACXX_L8_RINStaaTADRAAPEI-204.free.fas,RINStaaTADRAAPEI-204,Trichoptera,NA,Calocidae,NA,Tamasia_acuta,2,larva,Australia_Victoria_near_Eskdale,14-Apr-2013,no
131009_I247_FCC2V73ACXX_L8_RINStaaTAERAAPEI-205.free.fas,RINStaaTAERAAPEI-205,Trichoptera,NA,Philorheithridae,NA,Kosrheithrus_remulus,1,larva,Australia_Victoria_near_Eskdale,14-Apr-2013,no
131009_I247_FCC2V73ACXX_L8_RINStaaTAFRAAPEI-206.free.fas,RINStaaTAFRAAPEI-206,Trichoptera,NA,Conoesucidae,NA,Conoesucus_sp,3,larva,Australia_Victoria_near_Eskdale,14-Apr-2013,no
131009_I247_FCC2V73ACXX_L8_RINStaaTAGRAAPEI-207.free.fas,RINStaaTAGRAAPEI-207,Trichoptera,NA,Conoesucidae,NA,Costora_delora,1,larva,Australia_Victoria_near_Eskdale,14-Apr-2013,no
131009_I247_FCC2V73ACXX_L8_RINStaaTAHRAAPEI-208.free.fas,RINStaaTAHRAAPEI-208,Trichoptera,NA,Helicophidae,NA,Alloecella_grisea,2,larva,Australia_Victoria_Mount_Buffalo_National_Park,27-Apr-2013,no
131012_I246_FCC2J5BACXX_L5_RINSinlTDIRAAPEI-94.free.fas,RINSinlTDIRAAPEI-94,Orthoptera,Caelifera,Pyrgomorphidae,NA,Phymateus_viridipes,1,adult,Germany_Lab_culture_with_samples_originating_from_South_Africa,Jan-2013,no
131012_I246_FCC2J5BACXX_L5_RINSinlTDPRAAPEI-34.free.fas,RINSinlTDPRAAPEI-34,Lepidoptera,NA,Drepanidae,NA,Macrauzata_submontana,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L5_RINSinlTDVRAAPEI-44.free.fas,RINSinlTDVRAAPEI-44,Lepidoptera,NA,Thyrididae,NA,Canaea_sp,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L5_RINSshbTBBRAAPEI-43.free.fas,RINSshbTBBRAAPEI-43,Trichoptera,NA,Pisuliidae,NA,Silvatares_sp,1,larva,South_Africa_Eastern_Cape,27-Nov-2012,no
131012_I246_FCC2J5BACXX_L5_RINSshbTBDRAAPEI-55.free.fas,RINSshbTBDRAAPEI-55,Trichoptera,NA,Philorheithridae,NA,Austrheithrus_glymma,1,larva,Australia_Victoria_near_Eskdale,14-Apr-2013,no
131012_I246_FCC2J5BACXX_L5_RINSshbTBERAAPEI-56.free.fas,RINSshbTBERAAPEI-56,Megaloptera,NA,Corydalidae,NA,Protohermes_xanthodes,1,adult,China_Hubei_Shiyan_Fang_Tucheng,14-Jun-2013,no
131012_I246_FCC2J5BACXX_L6_RINSinlTCBRABPEI-56.free.fas,RINSinlTCBRABPEI-56,Trichoptera,NA,Hydrobiosidae,NA,Hydrobiosidae_sp,1,mixed,Australia_Australian_Capital_Territory,Dec-2012,no
131012_I246_FCC2J5BACXX_L6_RINSinlTDGRAAPEI-90.free.fas,RINSinlTDGRAAPEI-90,Phasmatodea,NA,Agathemeridae,NA,Agathemera_crassa,1,adult,Argentina_Mendoza,11-Mar-2013,no
131012_I246_FCC2J5BACXX_L6_RINSinlTDTRAAPEI-41.free.fas,RINSinlTDTRAAPEI-41,Lepidoptera,NA,Autostichidae,NA,Autosticha_sp,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L7_RINSinlTDQRAAPEI-35.free.fas,RINSinlTDQRAAPEI-35,Lepidoptera,NA,Brahmaeidae,NA,Brahmaea_hearseyi,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L7_RINSinlTDURAAPEI-43.free.fas,RINSinlTDURAAPEI-43,Lepidoptera,NA,Endromidae,NA,Mustilizans_dierli,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L7_RINSinlTDWRAAPEI-55.free.fas,RINSinlTDWRAAPEI-55,Lepidoptera,NA,Nolidae,NA,Nolidae_sp,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L7_RINSinlTEARAAPEI-62.free.fas,RINSinlTEARAAPEI-62,Lepidoptera,NA,Andesianidae,NA,Andesiana_lamellata,NA,adult,Chile_Araucan_a_Lonquimay,09-Dec-2004,no
131012_I246_FCC2J5BACXX_L7_RINSinlTECRAAPEI-72.free.fas,RINSinlTECRAAPEI-72,Lepidoptera,NA,Heterobathmiidae,NA,Heterobathmia_pseuderiocrania,NA,larva,Chile_Santiago,1992,no
131012_I246_FCC2J5BACXX_L8_INSinlTAFRAAPEI-61.free.fas,INSinlTAFRAAPEI-61,Hymenoptera,NA,Apidae,NA,Tetraloniella_nigriceps,1,adult,Israel_En_Perat_Judean_desert,01-May-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDHRAAPEI-93.free.fas,RINSinlTDHRAAPEI-93,Diptera,Brachycera,Syrphidae,NA,Syritta_pipiens,1,adult,Germany_North_Rhine-Westphalia_Bonn_Zoological_Research_Museum_A_Koenig_ZFMK,05-June-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDJRAAPEI-109.free.fas,RINSinlTDJRAAPEI-109,Diptera,Brachycera,Chamaemyiidae,NA,Pseudodinia_antennalis,7,adult,USA_North_Carolina_Wake_County_Raleigh_Schenck_Forest,15-May-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDKRAAPEI-118.free.fas,RINSinlTDKRAAPEI-118,Hymenoptera,NA,Apidae,NA,Tetraloniella_sp,1,adult,Israel_Southern_Negev_HaMeshar,30-Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDLRAAPEI-126.free.fas,RINSinlTDLRAAPEI-126,Lepidoptera,NA,Uraniidae,NA,Lyssa_zampa,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDMRAAPEI-136.free.fas,RINSinlTDMRAAPEI-136,Lepidoptera,NA,Eupterotidae,NA,Ganisa_similis,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDNRAAPEI-171.free.fas,RINSinlTDNRAAPEI-171,Lepidoptera,NA,Erebidae,NA,Phyllodes_eyndhovii,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDRRAAPEI-36.free.fas,RINSinlTDRRAAPEI-36,Lepidoptera,NA,Erebidae,Arctiinae,Auriculoceryx_pterodactyliformis,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDSRAAPEI-37.free.fas,RINSinlTDSRAAPEI-37,Lepidoptera,NA,Lecithoceridae,NA,Torodora_sp,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDXRAAPEI-56.free.fas,RINSinlTDXRAAPEI-56,Lepidoptera,NA,Limacodidae,NA,Demonarosa_rufotessellata,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTDYRAAPEI-57.free.fas,RINSinlTDYRAAPEI-57,Lepidoptera,NA,Tineidae,NA,Harmaclona_sp,NA,adult,Malaysia_Sarawak_Sabah_Kuching_Padawan,Apr-2013,no
131012_I246_FCC2J5BACXX_L8_RINSinlTEBRAAPEI-71.free.fas,RINSinlTEBRAAPEI-71,Lepidoptera,NA,Hedylidae,NA,Macrosoma_sp,NA,adult,French_Guiana_Nouragues_Field_Station_Parare,Oct-2012,no
